Source,Target,Weight,abs_weight,Lag,relationship_type,source_index,target_index,influences_target,influenced_by_target,strength_category
Production_lag1_x_Sales_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,32,23,False,False,none
Factory_Issue_lag1_x_Sales_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,33,23,False,False,none
Humidity_lag1_x_Sunshine_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,34,23,False,False,none
Temperature_to_Humidity_ratio_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,18,23,False,False,none
Humidity_to_Sunshine_ratio_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,19,23,False,False,none
Temperature_to_Sunshine_ratio_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,20,23,False,False,none
Factory_Issue_to_Delivery_ratio_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,21,23,False,False,none
Delivery_to_Production_ratio_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,23,23,False,False,none
Rainfall_to_Sunshine_ratio_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,24,23,False,False,none
Rainfall_to_BDT_USD_ratio_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,25,23,False,False,none
Delivery_lag1_x_Sales_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,26,23,False,False,none
Delivery_lag1_x_Sales_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,26,24,False,False,none
Rainfall_lag1_x_Sales_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,27,24,False,False,none
Humidity_lag1_x_Sales_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,28,24,False,False,none
Sunshine_lag1_x_Sales_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,29,24,False,False,none
BDT_USD_lag1_x_Sales_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,30,24,False,False,none
Temperature_lag1_x_Sales_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,31,24,False,False,none
Rainfall_x_BDT_USD_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,16,23,False,False,none
Sales_causal_weighted_sum,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,17,23,False,False,none
Temperature_to_Humidity_ratio_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,18,24,False,False,none
Humidity_to_Sunshine_ratio_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,19,24,False,False,none
Temperature_to_Sunshine_ratio_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,20,24,False,False,none
Factory_Issue_to_Delivery_ratio_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,21,24,False,False,none
Factory_Issue_to_Production_ratio_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,22,24,False,False,none
Delivery_to_Production_ratio_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,23,24,False,False,none
Rainfall_to_Sunshine_ratio_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,24,24,False,False,none
Rainfall_to_BDT_USD_ratio_causal,Rainfall_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,25,24,False,False,none
iso_week,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,43,22,False,False,none
dow_sin,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,44,22,False,False,none
dow_cos,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,45,22,False,False,none
month_sin,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,46,22,False,False,none
month_cos,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,47,22,False,False,none
Sales,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,0,23,False,False,none
Production,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,1,23,False,False,none
Factory_Issue,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,2,23,False,False,none
Rainfall_lag1_x_Sunshine_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,35,22,False,False,none
Rainfall_lag1_x_BDT_USD_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,36,22,False,False,none
dow,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,37,22,False,False,none
is_weekend,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,38,22,False,False,none
dom,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,39,22,False,False,none
month,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,40,22,False,False,none
quarter,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,41,22,False,False,none
doy,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,42,22,False,False,none
iso_week,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,43,23,False,False,none
dow_sin,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,44,23,False,False,none
dow_cos,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,45,23,False,False,none
month_sin,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,46,23,False,False,none
month_cos,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,47,23,False,False,none
Production_lag1_x_Sales_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,32,22,False,False,none
Factory_Issue_lag1_x_Sales_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,33,22,False,False,none
Humidity_lag1_x_Sunshine_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,34,22,False,False,none
Rainfall_lag1_x_Sunshine_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,35,23,False,False,none
Rainfall_lag1_x_BDT_USD_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,36,23,False,False,none
dow,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,37,23,False,False,none
is_weekend,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,38,23,False,False,none
dom,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,39,23,False,False,none
month,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,40,23,False,False,none
quarter,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,41,23,False,False,none
doy,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,42,23,False,False,none
Temperature_x_Sunshine_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,11,22,False,False,none
Factory_Issue_x_Delivery_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,12,22,False,False,none
Factory_Issue_x_Production_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,13,22,False,False,none
Delivery_x_Production_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,14,22,False,False,none
Rainfall_x_Sunshine_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,15,22,False,False,none
Rainfall_x_BDT_USD_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,16,22,False,False,none
Sales_causal_weighted_sum,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,17,22,False,False,none
Temperature_to_Humidity_ratio_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,18,22,False,False,none
Delivery,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,3,22,False,False,none
Rainfall,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,4,22,False,False,none
Sunshine,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,5,22,False,False,none
Humidity,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,6,22,False,False,none
Temperature,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,7,22,False,False,none
BDT_USD,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,8,22,False,False,none
Temperature_x_Humidity_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,9,22,False,False,none
Humidity_x_Sunshine_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,10,22,False,False,none
Temperature_x_Sunshine_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,11,23,False,False,none
Factory_Issue_x_Delivery_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,12,23,False,False,none
Factory_Issue_x_Production_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,13,23,False,False,none
Delivery_x_Production_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,14,23,False,False,none
Rainfall_x_Sunshine_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,15,23,False,False,none
Sales,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,0,22,False,False,none
Production,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,1,22,False,False,none
Factory_Issue,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,2,22,False,False,none
Delivery,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,3,23,False,False,none
Rainfall,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,4,23,False,False,none
Sunshine,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,5,23,False,False,none
Humidity,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,6,23,False,False,none
Temperature,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,7,23,False,False,none
BDT_USD,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,8,23,False,False,none
Temperature_x_Humidity_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,9,23,False,False,none
Humidity_x_Sunshine_causal,Delivery_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,10,23,False,False,none
Rainfall_lag1_x_Sales_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,27,21,False,False,none
Humidity_lag1_x_Sales_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,28,21,False,False,none
Sunshine_lag1_x_Sales_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,29,21,False,False,none
BDT_USD_lag1_x_Sales_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,30,21,False,False,none
Temperature_lag1_x_Sales_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,31,21,False,False,none
Production_lag1_x_Sales_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,32,21,False,False,none
Factory_Issue_lag1_x_Sales_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,33,21,False,False,none
Humidity_lag1_x_Sunshine_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,34,21,False,False,none
Humidity_to_Sunshine_ratio_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,19,21,False,False,none
Temperature_to_Sunshine_ratio_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,20,21,False,False,none
Factory_Issue_to_Delivery_ratio_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,21,21,False,False,none
Factory_Issue_to_Production_ratio_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,22,21,False,False,none
Delivery_to_Production_ratio_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,23,21,False,False,none
Rainfall_to_Sunshine_ratio_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,24,21,False,False,none
Rainfall_to_BDT_USD_ratio_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,25,21,False,False,none
Delivery_lag1_x_Sales_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,26,21,False,False,none
Rainfall_lag1_x_Sales_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,27,22,False,False,none
Humidity_lag1_x_Sales_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,28,22,False,False,none
Sunshine_lag1_x_Sales_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,29,22,False,False,none
BDT_USD_lag1_x_Sales_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,30,22,False,False,none
Temperature_lag1_x_Sales_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,31,22,False,False,none
Rainfall_x_BDT_USD_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,16,21,False,False,none
Sales_causal_weighted_sum,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,17,21,False,False,none
Temperature_to_Humidity_ratio_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,18,21,False,False,none
Humidity_to_Sunshine_ratio_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,19,22,False,False,none
Temperature_to_Sunshine_ratio_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,20,22,False,False,none
Factory_Issue_to_Delivery_ratio_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,21,22,False,False,none
Factory_Issue_to_Production_ratio_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,22,22,False,False,none
Delivery_to_Production_ratio_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,23,22,False,False,none
Rainfall_to_Sunshine_ratio_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,24,22,False,False,none
Rainfall_to_BDT_USD_ratio_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,25,22,False,False,none
Delivery_lag1_x_Sales_causal,Factory_Issue_to_Production_ratio_causal,0.0,0.0,0,no_relationship_lag0,26,22,False,False,none
dow_cos,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,45,20,False,False,none
Sales,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,0,21,False,False,none
Production,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,1,21,False,False,none
Factory_Issue,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,2,21,False,False,none
Delivery,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,3,21,False,False,none
Rainfall,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,4,21,False,False,none
Sunshine,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,5,21,False,False,none
Humidity,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,6,21,False,False,none
Rainfall_lag1_x_BDT_USD_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,36,20,False,False,none
dow,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,37,20,False,False,none
is_weekend,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,38,20,False,False,none
dom,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,39,20,False,False,none
quarter,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,41,20,False,False,none
doy,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,42,20,False,False,none
iso_week,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,43,20,False,False,none
dow_sin,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,44,20,False,False,none
iso_week,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,43,21,False,False,none
dow_sin,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,44,21,False,False,none
dow_cos,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,45,21,False,False,none
month_sin,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,46,21,False,False,none
month_cos,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,47,21,False,False,none
Production_lag1_x_Sales_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,32,20,False,False,none
Factory_Issue_lag1_x_Sales_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,33,20,False,False,none
Humidity_lag1_x_Sunshine_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,34,20,False,False,none
Rainfall_lag1_x_Sunshine_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,35,21,False,False,none
Rainfall_lag1_x_BDT_USD_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,36,21,False,False,none
dow,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,37,21,False,False,none
is_weekend,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,38,21,False,False,none
dom,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,39,21,False,False,none
month,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,40,21,False,False,none
quarter,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,41,21,False,False,none
doy,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,42,21,False,False,none
Temperature_to_Humidity_ratio_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,18,20,False,False,none
Humidity_to_Sunshine_ratio_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,19,20,False,False,none
Temperature_to_Sunshine_ratio_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,20,20,False,False,none
Factory_Issue_to_Production_ratio_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,22,20,False,False,none
Delivery_to_Production_ratio_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,23,20,False,False,none
Rainfall_to_BDT_USD_ratio_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,25,20,False,False,none
Delivery_lag1_x_Sales_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,26,20,False,False,none
Rainfall_lag1_x_Sales_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,27,20,False,False,none
BDT_USD,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,8,20,False,False,none
Temperature_x_Humidity_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,9,20,False,False,none
Humidity_x_Sunshine_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,10,20,False,False,none
Temperature_x_Sunshine_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,11,20,False,False,none
Factory_Issue_x_Delivery_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,12,20,False,False,none
Factory_Issue_x_Production_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,13,20,False,False,none
Delivery_x_Production_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,14,20,False,False,none
Sales_causal_weighted_sum,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,17,20,False,False,none
Rainfall_x_Sunshine_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,15,21,False,False,none
Sales,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,0,20,False,False,none
Production,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,1,20,False,False,none
Factory_Issue,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,2,20,False,False,none
Delivery,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,3,20,False,False,none
Sunshine,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,5,20,False,False,none
Humidity,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,6,20,False,False,none
Temperature,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,7,20,False,False,none
Temperature,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,7,21,False,False,none
BDT_USD,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,8,21,False,False,none
Temperature_x_Humidity_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,9,21,False,False,none
Humidity_x_Sunshine_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,10,21,False,False,none
Temperature_x_Sunshine_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,11,21,False,False,none
Factory_Issue_x_Delivery_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,12,21,False,False,none
Factory_Issue_x_Production_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,13,21,False,False,none
Delivery_x_Production_causal,Factory_Issue_to_Delivery_ratio_causal,0.0,0.0,0,no_relationship_lag0,14,21,False,False,none
quarter,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,41,19,False,False,none
doy,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,42,19,False,False,none
iso_week,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,43,19,False,False,none
dow_sin,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,44,19,False,False,none
dow_cos,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,45,19,False,False,none
month_cos,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,47,19,False,False,none
Production_lag1_x_Sales_causal,Temperature_to_Humidity_ratio_causal,0.0,0.0,0,no_relationship_lag0,32,18,False,False,none
Factory_Issue_lag1_x_Sales_causal,Temperature_to_Humidity_ratio_causal,0.0,0.0,0,no_relationship_lag0,33,18,False,False,none
Temperature_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,31,19,False,False,none
Production_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,32,19,False,False,none
Factory_Issue_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,33,19,False,False,none
Humidity_lag1_x_Sunshine_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,34,19,False,False,none
Rainfall_lag1_x_BDT_USD_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,36,19,False,False,none
dow,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,37,19,False,False,none
is_weekend,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,38,19,False,False,none
dom,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,39,19,False,False,none
Factory_Issue_to_Production_ratio_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,22,19,False,False,none
Delivery_to_Production_ratio_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,23,19,False,False,none
Rainfall_to_BDT_USD_ratio_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,25,19,False,False,none
Delivery_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,26,19,False,False,none
Rainfall_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,27,19,False,False,none
Humidity_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,28,19,False,False,none
Sunshine_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,29,19,False,False,none
BDT_USD_lag1_x_Sales_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,30,19,False,False,none
Humidity_lag1_x_Sales_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,28,20,False,False,none
Sunshine_lag1_x_Sales_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,29,20,False,False,none
BDT_USD_lag1_x_Sales_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,30,20,False,False,none
Temperature_lag1_x_Sales_causal,Temperature_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,31,20,False,False,none
Sales_causal_weighted_sum,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,17,19,False,False,none
Temperature_to_Humidity_ratio_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,18,19,False,False,none
Humidity_to_Sunshine_ratio_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,19,19,False,False,none
Factory_Issue_to_Delivery_ratio_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,21,19,False,False,none
Delivery_x_Production_causal,Humidity_to_Sunshine_ratio_causal,0.0,0.0,0,no_relationship_lag0,14,19,False,False,none
